TCGA.02.0047.01A.01R.1849.01	TCGA.02.0055.01A.01R.1849.01	TCGA.02.2483.01A.01R.1849.01	TCGA.02.2485.01A.01R.1849.01	TCGA.02.2486.01A.01R.1849.01	TCGA.04.1348.01A.01R.1565.13	TCGA.04.1357.01A.01R.1565.13	TCGA.04.1362.01A.01R.1565.13	TCGA.04.1364.01A.01R.1565.13	TCGA.04.1365.01A.01R.1565.13
ABL2|27	0.66835393167454	1.07499669017039	0.643152328094959	0.478647018396994	0.512003044535431	0.289435725447508	0.435642028360358	0.278180435048666	0.394879287859686	0.273727178658728
ABLIM1|3983	1.50903655669956	0.43884317035096	0.924333778492913	1.1210665081949	0.95919296626061	1.22089059053942	1.12803156562701	1.59115281113565	1.37330713891007	1.18599261119227
ABLIM2|84448	-0.102956089250248	-0.357481457292493	-0.444912032132249	0.0980848370468884	-0.252774053342658	-0.624441594630586	-1.06533601275635	-0.667040407278002	-0.30608028061315	-0.182107401711569
ABLIM3|22885	0.719629153101435	0.61335244897133	0.0825964803744003	0.287551395988394	0.440368749030616	-0.612851067802937	-0.682720759287475	-0.0555987410840502	-0.799883184855359	-0.731820747516387
ABO|28	-1.66942280877959	-2.33419737636881	-0.897259534758216	-2.11603542937216	-1.98164283055454	-0.873103020513182	-0.677375194978263	0.548226052041204	-1.25692840783475	-0.386781889379987
ABP1|26	-1.99877941033997	-1.90097540592124	-2.03693231486528	-1.99477729011869	-1.98164283055454	-0.266933526046294	-0.760158640872061	1.59354077013654	0.474351095952231	0.78125256646151
ABR|29	1.50988236953467	1.03732498632642	1.32018844488811	1.24517112955463	1.34425945508044	0.368375838552014	0.609004209084432	0.590753343418923	0.26745941702722	0.501048714537407
ABRA|137735	-2.14172436339173	-1.5867830401121	-2.03693231486528	-2.11603542937216	-2.18139653722748	-2.28518370206257	-2.33909910095249	-1.88575763631979	-1.95214225137213	-1.93566238413124
ABT1|29777	0.288986606682651	0.607323645755769	0.628639919243131	0.456940644051265	0.508234965124492	0.849533286058995	0.887422410747034	0.7997129481598	1.04376632418257	0.76603350035916
ABTB1|80325	0.165603499904478	0.377252877021904	0.269122541929366	0.0419981672619734	0.397187670284923	0.410082923563919	0.911188541822712	1.03077913085508	0.455371147249056	0.521553745353166
ABTB2|25841	-0.321883599539946	0.139673963215576	-0.0848403986614956	-0.445030002106118	0.0882567174830615	-0.595404286315466	-0.246773110923473	0.309812676142181	-0.117882048996493	0.185219000846286
ACAA1|30	0.892483812401084	0.745500332730396	0.652134176145921	0.873263010378269	0.851249071085453	0.904396699023286	0.881081458611009	0.97264812065239	0.79848336953415	0.456064950174188
ACAA2|10449	0.565496893646859	0.81256671808205	0.514477583888834	0.99010648912781	0.865666416004928	0.905156462634672	0.749857156633527	0.312226347124114	0.869769258493377	1.04815359777021
ACACA|31	1.10038704803285	0.613651940844902	0.829323118706327	0.949650218362465	0.590807523809111	0.486042217862918	0.270580543565401	0.5074308486881	0.666086115031488	0.572962277270033
ACACB|32	-0.00463212026549413	-0.388602311368779	-0.619533938841982	0.179119577158127	0.0790008943540502	0.0909068922258426	-0.286818026278153	0.347473591921674	0.169805008403213	0.368817461318059
ACAD10|80724	0.30275669255536	0.17841259504708	0.256867671516584	0.205739044246562	0.15770372130767	0.561441688948688	0.253116116704378	0.455270421502361	0.415956106125419	0.551614216493471
