TCGA.02.0047.01A.01R.1849.01	TCGA.02.0055.01A.01R.1849.01	TCGA.02.2483.01A.01R.1849.01	TCGA.02.2485.01A.01R.1849.01	TCGA.02.2486.01A.01R.1849.01	TCGA.04.1348.01A.01R.1565.13	TCGA.04.1357.01A.01R.1565.13	TCGA.04.1362.01A.01R.1565.13	TCGA.04.1364.01A.01R.1565.13	TCGA.04.1365.01A.01R.1565.13
ATP10A|57194	98.9582	199.579	123.272	692.381	154.878	181.660814779813	119.888906396714	176.481227875204	56.1222899051186	276.593613940784
ATP10B|23120	721.596	8.9699	108.074	8.0952	109.146	11.7508763446663	24.0057215566001	252.689367077297	24.573216769151	53.4984324509754
ATP10D|57205	535.358	806.167	241.055	366.667	338.415	198.002192899106	211.672414041671	98.04051633926	158.384640355985	164.287670281601
ATP11A|23250	1157.38	511.843	617.203	814.286	629.268	614.372848659346	767.126524356078	2302.41740393675	570.877368267318	586.385634957818
ATP11B|23200	489.874	863.91	565.277	530.476	401.829	865.629431047507	631.884985502491	1646.63304241023	549.098178753031	524.190851584112
ATP11C|286410	258.152	493.903	305.646	191.429	156.098	229.625613848159	244.135649392635	142.482931664296	335.467225264397	283.754018957656
ATP12A|479	0.6146	1.6819	0	10	0	54.3884777257958	24.5734670478084	183.718023265636	2.16492682412446	50.170247276068
ATP13A1|57130	1303.67	1331.46	1719.47	1968.1	1508.54	2947.84769964856	2464.70039276578	2652.73027944234	4338.63797174135	2992.64385114587
ATP13A2|23400	2207.2	1455.36	1487.7	1204.29	1420.12	928.68916294072	1140.35172959028	1088.14623055491	1881.02478382912	1104.93570358527
ATP13A3|79572	1539.08	2389.91	1037.68	793.333	1460.37	1733.77357181456	864.279310714438	2932.30008837953	2062.90638444887	2764.74926999762
ATP13A4|84239	700.083	19.6216	78.5224	392.857	84.7561	0.375661911730298	0.475958216269678	0.778515529836016	13.9717302252132	1.76353312626016
ATP13A5|344905	31.9616	0.5606	90.7652	44.7619	1.2195	0	0	0	0	0
ATP1A1|476	10419.5	12724.3	5712.59	9056.14999999999	12573.8	17467.5279028502	11305.676014484	18991.1807101372	12142.4445530414	15566.9156880288
ATP1A2|477	16148.6	494.464	1098.89	9170.47999999999	528.659	5.80913600325286	6.39169549756329	16.8420237744739	191.246880602013	4.14577554942552
ATP1A3|478	3367.04	936.23	5504.59	5143.81	25	248.050147272288	72.3939559463424	25.944392533498	3.38233586929123	42.6744654247748
ATP1A4|480	0	0	0.4222	15.7143	0	-0.15133924224469	-0.15133924224469	-0.15133924224469	-0.15133924224469	0.350055327537186
ATP1B1|481	4837.87	1838.59	1063.16	3475.44	2419.21	1309.50163380857	1071.52787485817	934.330579209141	1011.02402665973	4286.92264980002
ATP1B2|482	16992.5	1043.31	3562.22	15795.7	9886.59	22.3867276215676	27.1362326500336	30.9396349577351	836.30268895424	214.554180309613
ATP1B3|483	2491.16	4529.22	4459.74	1977.14	2712.8	3098.56732200909	1382.90808432991	2794.9752275385	2464.01831130231	1006.4182270852
ATP1B4|23439	0.6146	0	0.8443	1.9048	0	0	0	0	0	0
ATP2A1|487	15.3662	5.6062	12.6649	20.4762	4.878	14.1469460579907	4.88424184799155	17.3265912966857	10.2532248414655	11.9046921633378
ATP2A2|488	8278.07	5057.32	7683.38	6138.1	4642.07	6435.49472672826	4900.17312586048	7548.23689711306	4839.81250574308	8308.83397946411
ATP2A3|489	89.7385	155.851	57.8364	142.857	120.122	280.126515612094	749.517766683992	114.15045649305	187.019789807873	178.561620589187
ATP2B1|490	2183.23	1538.89	973.509	1877.14	1240.85	1454.49540480884	1231.77077105184	1092.36552961046	902.774579977141	1555.76460844001
ATP2B2|491	1832.88	237.702	446.649	722.857	31.7073	683.807298367427	266.362820269586	650.942023288709	68.3061956057815	101.036992950024
ATP2B3|492	111.866	35.8795	67.124	34.2857	1.2195	1.17428429291282	5.03356656106828	4.64019355955855	16.3014433829448	5.30311162292078
ATP2B4|493	7695.38	2637.7	2159.79	5300.48	3446.95	4706.64821201738	13524.5521237733	3184.69977866045	7029.74609378466	5599.28458279317
ATP2C1|27032	2783.07	2494.56	1956.94	2064.48	2547.27	1891.40448423612	2740.00970012007	2192.98433159985	2155.65093976489	1688.57456492193
ATP2C2|9914	6.7611	4.4849	4.6438	80.4762	3.0488	9.01882869153954	47.0559328328478	45.7551110693609	132.174766609381	179.137445807447
ATP4A|495	0.6146	1.1212	0	1.4286	0	1.29520265827864	0.318103723992449	1.11490961164508	15.5163265511942	-0.199802119363043
ATP4B|496	0.6146	0	0.4222	1.4286	1.2195	-0.212176286432385	-0.212176286432385	0.820611346651989	2.42673576488719	0.258730684276527
ATP5A1|498	8977.53	8967.06	13020.8	10018.6	8489.02	19131.5243010476	12688.4973624223	8290.73319680448	7950.48988192862	13084.7625823652
ATP5B|506	9171.15	9756.41	16377	11248.6	10412.8	30593.790838735	20447.8036037428	17798.8771375335	17182.661623055	18782.7607663751
ATP5C1|509	2464.73	3335.11	4550.5	2112.38	2895.12	7611.27227707251	5887.74817548306	1735.36784950697	4343.97085897472	6166.14106154404
ATP5D|513	969.298	1318.01	1701.32	1957.14	1163.41	4729.19292054999	4198.34809173772	2515.53092109559	1136.06171603829	2130.34558012746
ATP5E|514	1985.31	5518.15	4019	2135.71	4720.12	4317.2214142088	5352.62028876455	6985.75631652675	11247.4937526635	5141.85967723696
ATP5EP2|432369	109.407	280.308	287.916	145.238	311.585	8.68211682861853	14.0230051185381	7.59185966276033	32.0830946760746	7.05237336334625
ATP5F1|515	2981.04	4033.64	4637.04	3130	3627.44	5654.59320647504	4258.41755050467	3496.26247429511	3650.98440655383	4562.34472510111
ATP5G1|516	555.641	940.715000000001	1241.16	1006.67	1314.02	3847.05224460707	1721.99393760361	1514.92292030382	2107.57960328082	1839.88253881844
ATP5G2|517	2402.66	3422.56	5173.19	3308.1	5139.63	10855.8009410013	11692.7914351574	8901.10191159958	11403.3379861339	8921.30923805331
ATP5G3|518	2447.52	3839.66	4227.55	2815.71	2260.98	8035.79565626582	6124.99775157318	10495.2138743041	7447.87317523526	4081.92222490646
ATP5H|10476	1480.07	2358.51	1927.6	1712.86	2864.02	5223.15630855304	3688.81330142594	3223.05666305045	3253.32826404227	4341.30396645938
ATP5I|521	880.906	2352.32	1608.5	913.948	2127.56	2542.33006295565	3102.89086354856	2569.24027970535	6999.36553223773	4470.70246788553
ATP5J2|9551	1403.24	2809.25	2522.43	2267.62	4434.76	7343.67698669152	5299.27293254324	3543.45946002902	7004.87138010466	6016.53298092137
ATP5J|522	1123.21	3007.04	2949.39	1580.32	2772.48	3693.44335756989	3407.97217954863	2009.91608768065	2364.4180999986	1747.23431693167
ATP5L|10632	1478.23	2920.81	3553.35	2130.95	3198.78	3648.63901416543	7993.65368521609	5960.56971221153	5633.87708941458	6512.34100013779
ATP5L2|267020	0.6146	0	0.4222	0.4762	0	-0.24785129734085	0.665835548139848	-0.24785129734085	0.0536435570173366	-0.0331119937208257
ATP5O|539	2082.42	5033.78	4654.78	3444.29	3379.88	12924.4654742081	4267.77658488553	2961.11543926145	4343.24246712932	2228.3491945613
ATP5S|27109	167.799	97.5473	190.396	155.714	176.829	87.0067302709686	190.520278193346	88.2239664161583	82.9948122732089	58.5144623041165
ATP5SL|55101	679.185	819.622	1283.8	1760	1072.56	2158.88701317217	852.572585672077	678.488507265399	758.548794139773	531.280730179744
ATP6AP1|537	4140.26	4671.62	4732.88	3958.57	5397.56	4981.66271022746	5249.56234725051	5360.28437805072	2715.56497674811	4669.57361846032
ATP6AP1L|92270	31.9616	31.3945	35.8839	37.1429	65.2439	64.1131108591322	26.8845740030277	32.4867634225599	64.113992213674	24.5733032738506
ATP6AP2|10159	4024.09	7256.06	2836.94	4301.43	5429.88	3312.30222929198	5236.23239985437	2817.5727935088	2760.15220074502	3217.990825064
ATP6V0A1|535	2751.16	1696.99	3030.71	2280.48	2624.39	490.153121357935	1026.3565113958	759.798004797162	706.754203407765	448.190922435398
ATP6V0A2|23545	485.571	501.752	885.699	915.238	434.146	585.729757764786	225.314602852387	347.600424797038	522.832667394685	604.093104626979
ATP6V0A4|50617	155.506	3.3637	1.2665	1.4286	0.6098	0.818840674760599	-0.0925215742623992	3.75843109362225	4.45854778451199	0.720401453051696
ATP6V0B|533	2098.41	5800.7	4458.47	2599.05	4744.51	4549.1076826358	4748.66641864015	3953.07314750162	3209.48064371067	6092.92095860502
ATP6V0C|527	4175.24	5106.1	5069.49	3414.94	4158.55	6215.98094122113	5902.69980739061	4493.18323484539	5336.13326272163	9219.84040827607
ATP6V0D1|9114	2467.19	2540.71	2500.9	1712.38	2168.29	1516.69996093302	1834.40523463597	1020.6160766638	1087.09628184044	2026.39980278018
ATP6V0D2|245972	98.3435	21.3034	15.6201	0.9524	34.1463	6.12242777406836	4.37160572268388	15.3918318495487	3.17979535559005	6.61202286675912
ATP6V0E1|8992	2955.22	5415.56	2865.65	2731.9	8139.63	4063.91817200056	5786.91254010385	6007.82890018113	2252.32176307969	5355.82186526503
ATP6V0E2|155066	4199.19	1145.86	3898.22	5613.06	3995.67	1075.93478786652	1231.64686066268	999.351154779833	3251.21125556538	924.200363061818
ATP6V1A|523	2777.59	1719.97	2242.53	1925.71	1820.12	1125.98683412374	1855.81042483087	2045.58851266464	2041.09081857454	1355.07645930729
ATP6V1B1|525	85.4359	21.3034	49.3931	126.667	15.2439	3810.87294748685	8688.06783643329	11812.9385776957	1457.84566496379	1378.18885341222
ATP6V1B2|526	4809.61	5801.26	4808.02	2887.14	4565.24	1388.60828068663	1604.1745296336	1572.28161732607	1138.93727272039	1704.53695983265
ATP6V1C1|528	1663.85	2125.3	1582.69	1179.52	1782.32	1086.99154826378	1715.86929331003	2457.43119157255	1906.4584783696	3162.86404293373
ATP6V1C2|245973	75.3496	181.085	118.624	52.2	99.939	321.296160191379	281.291514973009	182.066029528626	139.082115176667	111.613354703716
ATP6V1D|51382	1505.27	1450.32	1403.27	1579.05	2621.34	644.643644135938	705.981981102694	633.646439352165	782.740771659228	666.619221222298
ATP6V1E1|529	2443.84	4595.94	2404.64	2260	2909.76	1791.5704995279	2328.85620204825	1852.19456916329	2207.65566869042	2020.87819449073
ATP6V1E2|90423	80.5188	84.0925	126.227	38.5714	40.8537	72.063869447914	58.0264829905251	66.90692144339	161.984328080778	138.47884132228
ATP6V1F|9296	2585.7	3080.55	2516.83	2009.42	5949.85	4339.90642326854	3291.85073607064	2924.57092368259	5038.16080405812	3400.25565575125
ATP6V1G1|9550	1389.1	3087.88	5043.59	1614.29	3273.17	3113.46106245792	2841.10504262009	1911.38433933701	2730.98258528759	3292.24016114637
ATP6V1G2|534	1512.65	387.386	708.39	540	153.506	63.5974639514883	33.4787300004946	5.42838703242892	32.3550794336357	14.0464066122942
ATP6V1G3|127124	12.9076	0	0	0	0	0	0	0	0	0
ATP6V1H|51606	1297.52	1816.96	1309.13	900.476	930.488	1032.25420244891	1131.08467835026	2586.94442635463	1470.43325225909	1398.41666479236
ATP7A|538	344.202	347.582	205.594	212.857	223.171	122.381847364663	313.901077976437	223.801651743985	209.579292411469	183.82859802471
ATP7B|540	84.8213	51.5767	64.1689	66.6667	43.2927	264.737333642418	161.877773944328	312.451713859285	359.880630684272	436.864961350672
ATP8A1|10396	817.481	155.851	201.372	504.762	236.585	74.2325857433775	339.360511141525	209.555288075246	355.267114110763	183.882390310828
ATP8A2|51761	138.296	75.6833	8.4433	6.6667	9.1463	0.280151555877709	1.65131639085029	22.922161409033	9.41719516793333	4.68909739854641
ATP8B1|5205	129.057	234.876	62.172	40.6571	37.2866	790.217108031472	2045.33531743821	1784.93860064569	191.641481066132	877.529541535587
ATP8B2|57198	622.638	1088.16	595.251	583.809	482.317	529.769739647784	572.294326889879	287.7086008701	1122.86982586494	284.464659877766
ATP8B3|148229	17.2101	113.805	30.3958	15.2381	40.2439	14.5586894257246	30.5790502854045	28.5155209497378	6.30235714015913	14.2417285909456
ATP8B4|79895	235.41	443.448	84.0106	48.0952	335.976	62.4230585994489	91.3198640891092	36.9975323263932	6.7688575603802	21.1673987652609
ATP8B5P|158381	6.1465	14.0154	10.9763	24.7619	8.5366	15.6822756160774	5.73092951774436	12.3322583044399	4.43298696173311	7.16941358506732
ATP9A|10079	6591.47	1502.45	2739.42	2260.48	1192.68	1360.46355348061	2651.97083580315	3241.42348617522	2829.78170112563	1321.71820786125
ATP9B|374868	454.224	320.112	642.533	422.381	313.415	211.201559709676	261.415044935623	208.936608054404	232.484286615053	147.948522288072
ATPAF1|64756	1559.41	932.199	1553.14	1115.55	1915.85	2511.2521745366	1931.66156044574	2008.5266747613	1710.23783026814	1901.04489355675
ATPAF2|91647	334.055	237.141	397.792	286.514	464.213	271.488914292383	312.319404125827	222.405252459042	227.584957997931	206.237223230382
ATPBD4|89978	121.7	172.67	192.507	185.714	184.146	205.255208868116	152.320828170011	62.9909483774298	119.808731918506	175.931723113781
ATPIF1|93974	1412.46	1550.11	1409.6	1179.52	1312.8	5263.78605253088	2948.69049377745	2291.32370647051	4000.71411109658	4701.55261647321
ATR|545	504.625	440.084	322.955	482.857	334.146	655.068652226707	482.289262186217	893.317857285474	426.232665192983	549.069073920336
ATRIP|84126	125.947	178.013	205.399	265.757	108.732	331.752226450633	219.219226781242	175.636396695971	335.034959912605	175.771408561238
ATRN|8455	2249.61	1827.05	1936.46	1522.38	898.171	922.205144434453	1332.63750488964	2650.17277898722	2301.18715896286	927.244559152847
ATRNL1|26033	1180.74	111.002	200.106	113.809	44.5122	2.91566696013215	14.256499013359	16.8665668372492	24.9361517611352	-0.111537514308277
ATRX|546	1757.89	884.653	477.467	1442.38	787.195	1020.90149220565	1301.41956008415	1528.32743611976	846.106381288031	1135.30436782826
ATXN10|25814	3727.22	2898.39	4328.44	4377.62	2201.83	3245.11931347436	1538.58036531999	1956.92219316885	2334.21473872065	1647.40057986449
ATXN1|6310	1321.49	1084.23	561.478	1004.76	1010.98	238.851182914145	1289.35384339274	946.817556499769	449.72505106256	379.912400045132
ATXN1L|342371	1028.42	732.765	756.517	890	627.512	821.970758371309	1379.64008590667	640.802761043024	432.835958112175	462.380869505748
ATXN2|6311	992.655000000001	555.571	763.694	1017.14	885.366	789.696277626551	461.504636834076	1008.42840571152	842.731651152576	796.672970008958
ATXN2L|11273	2077.51	2152.21	2866.07	3042.86	1703.05	5056.5706798817	3545.37585183883	3206.58707066813	2465.69866611027	5617.18106802218
ATXN3|4287	218.2	260.687	247.388	211.905	301.829	250.220415740869	308.441794995384	377.627138105068	295.934639119978	248.410203705071
ATXN3L|92552	0	0	0	0	0	0	0	0	0	0
ATXN7|6314	365.1	433.357	281.583	426.19	219.512	505.190465351664	501.808610439909	473.993985608658	258.15060496162	304.927983169687
ATXN7L1|222255	153.047	111.002	104.697	244.286	189.634	160.98087437655	207.81589053155	196.451158753475	145.426180947321	129.005911728959
ATXN7L2|127002	105.719	123.896	249.077	275.714	156.098	192.850724942833	148.503249413773	234.584900177132	201.335393832742	251.862334971606
ATXN7L3|56970	1065.18	1028.17	1509.23	1031.43	1029.27	1597.41097867321	1584.51614332842	2739.12014499172	2461.69272132719	1363.31643138827
ATXN7L3B|552889	2598.11	1399.3	3369.71	2175.71	2714.02	2433.91275443182	1222.17939380779	6428.05977736898	2960.32208399693	3375.86344778569
ATXN8OS|6315	0.6146	0	0	0	0	0	0	0	0	0
AUH|549	225.576	322.915	153.667	153.333	293.902	284.427424297209	218.200841418674	258.789418942915	347.564898363358	294.903810148769
AUP1|550	2007.55	4376.73	2976.86	2567.56	3541.29	5958.27514360576	3790.53479979282	4065.45269887299	5893.39946176851	4869.31537982876
AURKA|6790	186.853	366.083	738.364	280	93.9024	3219.98706485905	291.452331999675	589.154246763584	2333.66514370947	1723.05857784811
AURKAIP1|54998	974.83	1976.17	1350.08	1369.05	1639.02	3887.7063097526	2483.53039651133	3254.30679493525	2791.33937085202	3349.45015329873
AURKAPS1|6791	6.1465	21.3034	13.5092	16.1905	13.4146	12.4339689309094	5.76228798640791	30.4217507020252	5.16604952055239	12.4572837930125
AURKB|9212	202.219	174.912	947.335	290.952	15.8537	1648.11148259092	179.480942637094	403.517381725027	1489.87370382993	1102.76678096541
AURKC|6795	9.2197	20.1822	25.3298	29.0476	29.2683	6.31994294524686	10.0250272709871	3.99556633818272	5.04200160949357	3.66241941962905
AUTS2|26053	723.44	826.91	1283.8	1783.33	639.024	514.297490764822	664.533654384461	784.581094590666	1230.50276805384	846.448987939402
AVEN|57099	172.716	460.266	235.145	167.619	437.195	337.329190950734	258.186163004027	159.305782390713	325.163261025521	276.980947049535
AVIL|10677	51.0157	74.0014	53.1926	829.524	125	52.7316680779674	179.293046530341	235.559944989644	11.6763446261679	162.272333045318
AVL9|23080	245.859	485.494	123.694	186.667	178.049	213.978721819243	157.285212089862	161.469031624354	239.911515835525	262.189988241542
AVP|551	0	0	0	0	0	0	0	0	0	0
AVPI1|60370	179.477	340.855	70.0792	85.7143	246.341	993.748824825221	246.32276389212	340.001497464376	243.441616769105	166.203934368337
AVPR1A|552	241.556	5.6062	7.5989	5.7143	3.6585	10.4618234485873	4.05415656054205	5.99214199264313	11.7964848242284	5.92885191965741
AVPR1B|553	0.6146	0	0	0.4762	0	2.03135413792907	17.0057907588699	1.91260715877292	1.09321798442659	7.35280841552945
AVPR2|554	0	0.5606	0	0.9524	0.6098	55.1697916710817	2.09471278832275	31.3586160207123	16.0505576956099	7.7339281491568
AWAT1|158833	0	0	0	0	0	0	0	0	0	0
AWAT2|158835	0	0	0	0.4762	0.6098	0	0	0	0	0
AXIN1|8312	448.078	492.782	838.417	766.667	443.293	925.143099614479	925.843901667406	1417.66883741341	1097.6788748267	1633.26146190204
AXIN2|8313	536.587	102.032	236.834	523.809	107.927	292.974674234622	250.974487548581	503.943364995974	193.241221518077	303.759016386304
AXL|558	1746.21	2232.38	993.351	751.905	3100	1203.46359169969	1491.22165409196	573.893265272604	477.542660602537	586.014651062005
AZGP1|563	123.544	4914.37	127.071	33.8095	318.902	139.131223229517	2.74791270992015	4.04038410988355	184.723783493022	4.46364287177226
AZI1|22994	371.861	159.215	325.066	326.667	143.293	803.369661488176	532.509607316377	479.105666669546	702.878039546934	761.823008846614
AZI2|64343	949.015	1796.22	991.662	797.619	1088.41	969.192996378187	624.016854932547	805.577685573373	604.290290900103	565.231726801193
AZIN1|51582	4554.53	6317.59	4711.77	3640.48	5098.78	3044.42123787258	4121.34714912496	6590.53008472325	6682.41105804026	6374.23659586685
AZU1|566	0	4.4849	4.2216	0	0.6098	-0.169051161294289	-0.169051161294289	0.638476187655199	8.6157794509139	0.0769298310112159
B2M|567	38492.3	119431	43296.3	45077.6	142230	78445.0139989671	119750.803138033	18271.4706313721	11081.9940107752	68870.9425686945
B3GALNT1|8706	1240.36	1035.46	1354.3	910.952	849.39	787.205266960834	1113.96178811632	3057.68526937457	621.094400745783	1389.03321852503
B3GALNT2|148789	442.128	663.764	572.969	444.99	389.713	339.56740293056	440.273328030623	648.995770961919	1053.50341010661	498.632554913551
B3GALT1|8708	20.898	13.4548	28.285	122.381	4.2683	7.98797078364408	11.5943648743545	2.46587824632852	0.949087163898673	1.67295190239117
B3GALT2|8707	194.228	10.0911	359.683	90.9524	22.561	0.182208271220764	1.61116291389063	-0.450728735310961	-0.274309427784434	-0.286992558184681
B3GALT4|8705	142.598	178.276	107.23	124.762	438.415	248.548387569634	483.275819217462	410.536136250083	215.175729664729	343.033798597591
B3GALT5|10317	21.5126	3.9243	1.6887	22.381	7.9268	31.7093857166828	0.0430484085753702	9.24264867535713	5.84389247740246	0.941825464030972
B3GALT6|126792	560.558	815.137	1131.82	530.476	554.878	838.484166749717	815.459429045867	778.783665696581	466.924639953637	972.117989503324
B3GALTL|145173	668.736	270.778	187.863	2053.81	1067.07	159.964407084621	126.822002751132	365.90640518999	203.508799183525	253.898007969409
B3GAT1|27087	3493.65	244.429	1526.54	1981.43	1558.54	10.6387364221869	10.0229347710153	47.5700997977397	-0.0222707906009798	126.97385353453
B3GAT2|135152	808.206	13.0456	64.9499	1314.59	57.9146	5.41771491686561	35.2339005976213	15.0939820008699	6.34874060738331	4.98940950869594
B3GAT3|26229	1078.71	1565.8	1000.11	829.524	1556.1	1947.37821053913	1369.97455084511	1908.048675742	2108.95259953709	2889.9020655576
B3GNT1|11041	3089.22	1048.35	1778.15	2197.14	3001.83	427.562263903132	363.297501840414	325.277234660758	869.104456554917	391.743939908743
B3GNT2|10678	335.597	814.576	279.894	337.143	198.78	1191.68038045505	1235.23595990065	830.419486719815	809.089068609317	942.288381349878
B3GNT3|10331	1.2293	0.5606	0	0	0	717.39264152976	219.027114989959	1348.07277920964	360.206016573529	916.10605135427
B3GNT4|79369	8.6051	80.1682	0.8443	3.8095	10.3659	23.7318981631524	1.34436707262081	3.18432700210386	12.0159143455347	3.11894827468963
B3GNT5|84002	277.206	1561.32	159.578	323.81	622.561	114.080300849997	121.130892274199	462.599914076139	404.04188932275	401.694240169987
B3GNT6|192134	0.6146	1.1212	0	0.4762	0.6098	0	0	0	0	0
B3GNT7|93010	234.795	232.656	56.5699	48.5714	93.2927	958.583676359861	333.714600614203	1584.27818745293	394.267188803478	288.572646049634
B3GNT8|374907	20.898	51.0161	9.2876	8.5714	35.9756	21.9747551628693	40.4175892658964	22.9461253284728	107.747190906394	23.0924465246214
B3GNT9|84752	406.085	375.221	435.09	128.548	522.183	120.718560022581	142.630400456078	100.943330946939	139.29429505625	60.5853081747155
B3GNTL1|146712	82.8298	111.417	36.0359	71.2667	95.9695	202.692425632251	114.829330223467	122.264204309502	142.817867452866	213.995607548965
B4GALNT1|2583	517.828	405.253	742.885	3246.84	82.2927	8.86832344696455	4.08377158039223	6.64855915840231	8.69144256880225	48.7162635806115
B4GALNT2|124872	0	0	0	0	0	0	0	0	0	0
B4GALNT3|283358	145.671	88.5774	26.5963	39.0476	9.1463	162.579575881644	69.3299891338538	532.787581180757	158.255297731658	345.973252559546
B4GALNT4|338707	537.816	165.942	559.367	1371.9	160.366	513.32846714807	251.737474858732	481.914614031128	2242.27728437438	540.684304493931
B4GALT1|2683	1071.94	7219.06	564.855	407.619	1496.95	5235.60033196679	2975.17444253241	5922.34689852301	2361.18340539785	3258.4854473064
B4GALT2|8704	1076.25	1432.38	2735.62	1487.62	1330.49	1200.23055034715	1174.17495567533	806.074471688856	1526.44467701187	1179.61150094006
B4GALT3|8703	631.242	1619.62	1500.79	1002.38	1075	820.830903091129	1427.0877678347	626.300202829302	1598.62813156069	1710.28143446945
B4GALT4|8702	654.599	409.811	341.952	346.667	670.732	361.777309925946	621.627911878444	852.395894884694	677.636960024178	485.612945460523
B4GALT5|9334	3688.5	3447.23	2908.28	2555.24	4249.39	4327.82267723012	4517.64083819941	4746.41546413363	5787.94277799577	2802.06191926482
B4GALT6|9331	409.355	114.366	124.538	40.4762	46.9512	123.517212376693	52.6232569742911	140.299366260036	65.1883594855516	77.0497850137828
B4GALT7|11285	490.488	826.349	437.361	267.143	720.732	694.507062112058	703.801622572354	803.842121865893	571.956728742468	513.045071510976
B9D1|27077	192.132	169.816	214.598	88.5476	562.604	276.079413098682	325.884994541066	189.340062632644	498.034812141768	246.536141128779
B9D2|80776	109.407	142.957	127.493	167.9	375.482	389.28822383602	165.752348460978	99.8197210747368	169.263420961942	201.149362355264
BAALC|79870	13511.2	5594.39	20287.5	4805.24	10170.7	18.5722844008979	60.7841876933393	21.8942823425258	55.2624024087966	62.7154077002396
BAAT|570	6.7611	2.8031	10.9763	3.8095	3.0488	0.519307533414852	0.492024837716503	16.5977313373456	3.47182249625259	2.5626968165336
BACE1|23621	4703.89	2868.68	2143.32	2655.64	2766.46	608.877827122351	1661.02689002938	1487.92916706465	465.937871802705	1999.65625655435
BACE2|25825	559.943	1072.46	483.377	745.713999999999	979.268	5941.86533068679	608.23496456069	1410.44778196281	1627.45361288008	784.850382108192
BACH1|571	709.917	1305.68	918.206	509.048	753.659	519.04561333783	491.117030309915	527.835557320874	426.069316415273	301.628036756126
BACH2|60468	184.394	97.5473	211.082	319.048	67.6829	11.1214615161746	46.5044107525734	114.199220512719	68.7906286842095	35.0078801251504
BAD|572	1288.16	1121.5	1300.45	1192.61	2064.62	1025.65663162378	968.540816060757	2749.03818415503	1550.14784678073	1922.35710879921
BAG1|573	712.376	1459.67	1375.05	992.49	2420.98	2784.39600732852	1738.42271528277	2164.92806451998	1733.95151942748	1112.64836000832
BAG2|9532	114.324	1212.61	157.045	225.714	209.146	54.2082271484964	117.493218007608	206.261634902341	148.987463642265	181.198933889086
BAG3|9531	2833.52	2189.77	739.208	549.524	1762.8	756.382221098836	679.513422427972	840.054429186803	615.47010623618	1148.16695765665
BAG4|9530	200.375	244.989	121.161	104.762	109.146	191.887507443338	119.395487895079	231.364088927613	158.956121232884	135.577660963754
BAG5|9529	897.999	1067.97	1475.88	1615.71	988.415	1411.85582421086	2493.33251075005	1337.00793835516	1069.22411714026	1605.48307246041
BAGE2|85319	0	0	0.8443	0.4762	0	0.430627213528904	-0.421007757177511	-0.465778357258187	-0.465778357258187	0.0112632579647511
BAGE|574	0	0.5606	0.4222	0	0	0	0	0	0	0
BAHCC1|57597	965.611	158.094	974.354	594.762	249.39	40.1434887893992	71.3007304306498	42.560705876697	18.3774173936708	72.2048477621406
BAHD1|22893	651.526	609.39	684.749	776.667	535.366	560.812838730853	1289.69437117545	693.904633277486	597.919039852304	1126.88525223863
BAI1|575	1629.43	87.4562	3781.32	4568.57	7.3171	1.57915229125239	302.190688805915	85.892909317016	5.53858112214966	343.763878003168
BAI2|576	3837.24	528.101	1513.46	1990.48	736.585	42.632386247133	183.655230923573	135.61945502934	277.528248301341	152.115887207177
BAI3|577	843.296	124.457	417.098	469.524	104.268	-0.265557827153257	0.208012345086273	-0.265557827153257	-0.265557827153257	-0.265557827153257
BAIAP2|10458	1715.48	1227.19	797.72	828.095	1217.07	2103.13940909251	1624.44623478918	3249.80544931446	1548.12598791128	2132.52282793479
BAIAP2L1|55971	5.5318	52.698	7.1768	6.1905	2.0915	942.576509824725	1857.09415748658	1201.50381435875	1167.35309619849	1845.27197782952
BAIAP2L2|80115	26.4298	12.3336	10.1319	24.7619	4.2683	68.9768213947632	39.4467284743727	54.9437529573549	22.2385371278888	91.4464165261666
BAIAP3|8938	1317.53	93.8024	321.203	781.571	1174.82	32.0011864526538	297.490456619323	150.788500561359	694.796542326107	160.611815061714
BAK1|578	309.782	521.934	459.736	222.857	535.976	2730.88609718441	2295.82450071766	1138.34603749438	884.033776557561	1845.29196816216
BAMBI|25805	618.95	227.05	762.427	119.048	301.829	27.9730074530286	46.3321069592581	168.315151767494	82.3298891631889	13.1817563118822
BANF1|8815	1688.44	2553.61	4312.82	3261.9	4101.22	7923.47992401936	7110.57649087257	8949.9911597648	7570.37115438334	7832.04871082643
BANF2|140836	0	0	0	0	0	0	0	0	0	0
BANK1|55024	3.6879	57.7435	4.2216	15.7143	34.7561	124.058029469121	198.406022868959	3.21894294057661	7.92798886306359	552.444406276269
BANP|54971	212.668	225.368	242.744	318.571	232.317	336.367854422322	395.47219301589	166.881182631769	362.397941757608	304.949071153951
BAP1|8314	2197.98	1633.64	2116.73	2060.95	1079.27	2558.44065991358	1688.1889360166	2315.86691923541	2281.56058085603	1256.01593630885
BARD1|580	192.385	85.7744	100.053	134.762	119.512	99.1385581995927	24.9368165339913	78.1994558532362	74.9040489215398	160.937314821236
BARHL1|56751	3.0732	0	48.5488	16.1905	0	0	0	0	0	0
BARHL2|343472	2.4586	0	0	0	0	0	0	0	0	0
BARX1|56033	11.0636	137.912	721.055	3.3333	13.4146	3.34036405799493	2.88133101547112	3.82466577988125	4.91177232481094	8.07010603223835
