TCGA.02.0047.01A.01R.1849.01	TCGA.02.0055.01A.01R.1849.01	TCGA.02.2483.01A.01R.1849.01	TCGA.02.2485.01A.01R.1849.01	TCGA.02.2486.01A.01R.1849.01	TCGA.04.1348.01A.01R.1565.13	TCGA.04.1357.01A.01R.1565.13	TCGA.04.1362.01A.01R.1565.13	TCGA.04.1364.01A.01R.1565.13	TCGA.04.1365.01A.01R.1565.13
ACP1|52	1288.3	1926.84	1907.76	1626.67	1993.29	2730.95117732949	1376.78608778922	973.34657369473	4291.01068127273	2889.24461871058
ACP2|53	774.455	1583.18	1584.8	1227.14	1613.41	1672.96608466673	1339.57725935952	1319.77927384478	1163.61364182969	1410.57271316732
ACP5|54	43.0253	309.46	112.718	89.5238	169.512	1118.82600843464	3318.44204142415	397.61386299817	700.031173798996	2238.62831041139
ACP6|51205	215.741	566.223	80.2111	181.905	276.219	446.5261654467	519.348938527397	654.458724494903	1032.04418352752	176.363818601487
ACPL2|92370	3767.79	1314.09	988.285	1221.43	1407.93	688.97383280091	466.739815159814	887.043998736639	769.988485825492	279.726356527883
ACPP|55	38.7228	91.3805	14.7757	3.3333	76.8293	527.486249628879	115.060042672671	1490.94408800844	192.456345502147	703.979109912241
ACPT|93650	0	0	0	0.4762	0	-0.200078382317398	-0.200078382317398	0.323996348778146	-0.200078382317398	-0.200078382317398
ACR|49	2.4586	0.5606	5.066	0.9524	3.0488	1.39084508685837	0.503252390895546	14.4399084864256	0.684599620411428	15.9684985168805
ACRBP|84519	22.1273	28.5915	16.8865	10.4762	40.8537	40.2786629007879	52.8407928101362	124.919375113028	29.0865906321279	21.3426863012811
ACRC|93953	30.7324	42.0463	32.9288	39.5238	15.2439	9.9357137283521	28.847719141293	38.430945626585	12.8356010694705	36.1484576912375
ACRV1|56	47.9425	1.1212	53.6148	5.2381	2.439	0.270980745629744	0.617477021581524	7.53538953024032	3.55129879486173	1.60178187847138
ACSBG1|23205	1799.07	180.519	165.91	470.952	264.024	3.28304192011326	3.72546529569703	6.29927647506463	9.16639589409924	1.91068781542327
ACSBG2|81616	0.6146	0.5606	0.8443	5.7143	8.5366	0.0282512021573067	0.956071822063508	2.26833851269891	4.35738569783041	0.86131452559238
ACSF2|80221	368.174	228.732	99.6306	195.714	577.439	569.565331545537	1099.95017045326	1318.36147415397	304.371070461516	1326.58341598635
ACSF3|197322	266.757	332.446	452.981	257.619	254.878	825.294530690064	324.333358134637	193.185886630091	264.891644771408	233.184344321063
ACSL1|2180	1949.66	6601.82	1616.04	684.762	3219.51	289.567244873942	433.542820198637	402.24522723645	555.987411934331	533.313220714577
ACSL3|2181	2050.46	1853.96	1430.71	3235.71	1610.98	1421.08032641645	1389.99525283708	1756.47197626642	1320.4428988335	1450.47546597667
ACSL4|2182	1074.4	3535.25	691.926	585.714	1221.95	1255.5946811019	1391.41415376897	664.58979768564	538.014393450841	973.815295217051
ACSL5|51703	231.722	229.853	120.739	238.571	320.732	1715.90701736384	1350.90962889709	263.995350649394	77.1082370730586	761.881810479777
ACSL6|23305	273.518	69.5165	18.5752	210.952	89.0244	0.665356045412591	4.52418580727451	1.39837198735918	0.141203794568292	1.49797076197799
ACSM1|116285	0	0.5606	0.4222	0	1.2195	1.27372352077952	2.07401716261405	0.914325682791458	2.78868298531395	1.24351722330915
ACSM2A|123876	0.6146	0	0	0	0	0	0	0	0	0
ACSM2B|348158	0	0	0	0	0	0	0	0	0	0
ACSM3|6296	3.6879	15.4898	0.895	1.5095	3.8841	103.851714153729	189.674765630782	126.512563265153	22.4208482546391	256.479006331052
ACSM4|341392	0	0	0	0	0	0	0	0	0	0
ACSM5|54988	191.155	26.349	86.5435	47.1429	128.659	0.542936974018711	7.54289098008775	0.700881138577196	-0.142740064347514	0.36977322939941
ACSS1|84532	1180.74	176.594	1008.55	525.714	312.195	1017.60409148565	537.093024159994	535.738537387523	1294.53848788546	495.148206946845
ACSS2|55902	515.689	750.105	478.311	434.286	1017.68	1454.38245587334	1346.88821816003	862.348865511784	2271.18384306991	843.584680239474
ACSS3|79611	56.5475	392.432	17.3087	697.143	472.561	653.389880343523	63.8621459616177	40.7511651429745	59.0293299775163	507.567886252225
ACTA1|58	6.7611	163.7	2.533	7.619	1.2195	0.860440283297869	0.309028811829592	0.317692841876542	8.92025566574766	0.989570277592338
ACTA2|59	1362.08	18394.3	2573.07	458.591	3362.18	1108.0080111144	4752.51287625554	377.495283425051	1290.25101984141	655.091632336736
ACTB|60	125581	206271	119849	111230	204416	150081.360337262	118953.739827489	96629.8822563615	117651.55223787	130429.50642233
ACTBL2|345651	0	14.576	0	0	0	3.81750417489598	1.34400804734381	4.2217318303819	0.137686169549419	9.45843299122751
ACTC1|70	49.7864	210.231	5.4881	30.4762	20.122	-0.209063531355552	1.84901923428467	0.314151449401327	19.8821123497354	2.41044746351453
ACTG1|71	72757.6000000001	87672.6	61887.9	73498.6	126856	77440.9417012966	38857.6719316885	108164.555587882	73829.3335441522	96785.6499160852
ACTG2|72	32.5763	21089.8	194.195	47.619	217.683	25.0799659706661	384.901397459881	3.72687586028237	106.765129600724	26.7838754764791
ACTL6A|86	745.567	1154.31	1498.68	1320	1404.27	3504.62953349506	1293.39941556176	2882.5958187388	2020.79891893417	2793.36413777332
ACTL6B|51412	78.6748	54.3798	400.633	289.524	0	0	0	0	0	0
ACTL7A|10881	0	0	0	0	0	0	0	0	0	0
ACTL7B|10880	0	0	0.8443	0.4762	0.6098	0	0	0	0	0
ACTL8|81569	1.8439	1.1212	6.7546	3.8095	0	29.8819304341914	1.33353284742795	155.890876673656	46.121867414551	22.7731574287811
ACTL9|284382	0	0	0	0	0	0	0	0	0	0
ACTN1|87	3892.56	8973.79000000001	2329.5	4161.43	16189.6	3393.81722983747	3125.8721422654	4087.94149991937	3174.6908216431	5680.41889790958
ACTN2|88	435.17	70.6377	145.224	587.143	256.707	1.15220687709096	3.40049877885577	0.0397255605386622	8.33939375138614	1.28628223214959
ACTN3|89	0.6146	0	0.4222	4.7619	1.8293	1.51118609678458	0.976610953554585	2.95314055814442	35.0313560281298	2.77591385525162
ACTN4|81	5398.62	6258.49	4116.75	6815.69	6830.93	22972.0965060065	11081.4257479118	20316.7574835717	7156.99130448509	9964.02411139869
ACTR10|55860	920.741	1432.94	1323.48	1121.43	1745.73	493.414395397332	738.919172029248	763.470161618413	687.593102997346	567.96631935617
ACTR1A|10121	4550.85	2776.73	3439.37	2386.19	2488.41	3375.94885105652	1562.05066928254	2311.48649465495	2434.64313389242	2530.65291277423
ACTR1B|10120	1159.84	2586.12	1468.29	1322.38	1899.39	1834.08405554069	1712.63329186712	2640.55740735188	2786.93303534616	1801.53338536508
ACTR2|10097	5746.95	7211.21	5095.51	4093.81	5171.95	9037.83073381236	5275.100926569	3147.41492630969	6716.02463164762	5955.99967743772
ACTR3|10096	3726.61	7739.31	4553.88	3375.24	4653.66	6587.40143642581	4965.39321237041	2935.82963319494	4463.84025702399	6392.01100543717
ACTR3B|57180	264.913	241.626	293.826	287.143	214.024	285.792221372098	553.003287069499	301.971372567821	780.205799604268	261.949841848
ACTR3C|653857	4.3025	34.1976	3.7995	1.9048	17.0732	69.9506750808745	82.2081024696987	70.6548251037949	57.8517039319531	76.3383974842439
ACTR5|79913	174.56	308.9	276.095	207.619	198.78	284.259631498098	191.157363543274	208.334327523949	729.200216083007	239.872092512358
ACTR6|64431	478.195	459.145	816.041999999999	571.429	860.366	435.900201678242	400.758503159665	412.322356486432	406.667825911424	493.514626797785
ACTR8|93973	455.454	442.887	605.383	652.857	330.488	375.259799559863	264.383642338497	305.573913830258	335.198357761989	215.692559903382
ACTRT1|139741	0	0	0	0	0	0	0	0	0	0
ACTRT2|140625	0	0	0	0	0	0	0	0	0	0
ACVR1|90	988.967	1309.04	603.272	801.429	693.293	1064.45977254946	795.538316694622	1250.18439974139	579.405972074812	948.018216336201
ACVR1B|91	1338.7	624.527	1153.35	817.143	838.415	1138.42279011308	1014.53250304175	1597.17628089725	1364.91989705952	1845.7788767035
ACVR1C|130399	39.9521	35.3189	4.6438	21.9048	21.9512	13.0390195342214	2.32267528473471	32.9331419720769	25.1274224654663	34.7892769004245
ACVR2A|92	334.368	398.038	799.578	303.81	251.829	179.640355970772	207.35730994983	164.284027974936	410.387638306036	333.030997010045
ACVR2B|93	323.304	105.396	581.741	261.429	103.659	229.957429728248	375.909924442205	504.346101409392	1070.57661298815	148.631262480118
ACVRL1|94	347.276	353.188	586.807	377.143	182.317	170.420446650631	220.132901159567	159.251302140699	80.8447117189802	226.304455321645
ACY1|95	264.913	425.435	418.786	254.714	488.415	2142.59146820286	1025.64694654967	837.919786284938	1495.44452744921	476.110962106988
ACY3|91703	21.5126	1.6819	2.533	30	49.3902	54.8587935232062	149.219953760207	74.937480544585	182.413640842431	50.458820355016
ACYP1|97	68.8405	113.245	113.14	143.333	118.902	171.15377285633	71.2595073337235	51.6497557604785	290.985580234244	173.529762885323
ACYP2|98	414.272	268.535	299.314	505.714	537.805	83.8430304880752	101.87833118818	80.9911011806577	114.639175658041	166.445540472876
ADA|100	136.452	222.004	255.831	129.048	205.488	321.663558230346	359.96769885692	144.666310476606	880.777721947636	220.084327888036
ADAD1|132612	0	0	0	0	0	0	0	0	0	0
ADAD2|161931	25.2005	4.4849	2.533	7.619	0	0.432435198794152	0.130325580390355	1.98508018189083	2.97883270297754	0.468811808069149
ADAL|161823	175.174	230.413	161.267	281.905	269.512	303.442838852552	130.526081381781	73.7974264086556	237.709824367748	207.97821699785
ADAM10|102	1536	1446.95	821.952	1011.43	959.146	1048.82745506184	1187.61302588436	990.470332203979	1014.2571329428	1309.51206891765
ADAM11|4185	114.939	34.7582	73.4565	271.905	37.8049	14.2674906971599	3.43507700545368	64.9306813987225	79.1581267088092	13.8699084260836
ADAM12|8038	606.042	3159.64	506.174	437.143	518.902	57.736256041707	124.466243653869	43.79457750044	48.4434543458955	149.675258936819
ADAM15|8751	774.455	1445.27	1394.83	936.233000000001	1091.46	2234.16617395227	2061.62694062696	2050.54170543833	3638.31918908232	2365.68763614158
ADAM17|6868	936.722	1169.45	619.736	967.143	853.049	827.265728954643	522.068330924538	866.232041437325	876.140844538074	1294.21966494775
ADAM18|8749	0	0	0	0	0	0	0	0	0	0
ADAM19|8728	524.909	1158.79	260.475	816.667	207.317	208.061692656326	533.757947775282	331.694700159123	46.8028379235029	396.672837622101
ADAM20|8748	2.4586	1.1212	1.2665	0.9524	0.6098	-0.165744020613286	0.248466129499314	-0.277845524501864	0.232210193069824	-0.130565921604016
ADAM21|8747	7.3758	7.288	8.4433	8.0952	29.2683	1.75879069500594	1.38570829656435	11.8823711849781	3.54586512081374	4.14906246795729
ADAM21P1|145241	0	1.1212	1.6887	1.4286	3.0488	0.53719634732958	0.0041023786305634	0.986740944786772	1.26198402513452	1.49298433203467
ADAM2|2515	0	0	0	0	0	0	0	0	0	0
ADAM22|53616	337.441	135.109	229.657	308.095	90.8537	10.3171554841099	1.6783270156986	2.33866482550456	16.7625019787244	11.6090096532578
ADAM23|8745	1051.05	167.064	289.604	290	317.073	9.31823714714941	6.64978153294388	7.26636298000415	61.8136408051927	-0.0183108742026111
ADAM28|10863	390.301	576.314	139.736	91.9048	526.22	93.5211990178646	461.845461289831	85.2546846574431	8.72132621710291	277.820927557932
ADAM29|11086	2.4586	0	1.6887	0	0	0	0	0	0	0
ADAM30|11085	0	0	0	0	0	0	0	0	0	0
ADAM32|203102	9.2197	16.2579	4.2216	15.7143	1.8293	84.5907137277743	32.3292529687603	98.5433242104888	33.1372776025244	1.37515392743993
ADAM33|80332	213.27	245.769	9.2876	251.709	80.4878	8.13172810430362	62.0884843715079	56.1134992709232	878.527333306132	59.4169872979194
ADAM3A|1587	0	0	0	0	0	0	0	0	0	0
ADAM5P|255926	0	0	0	0	0.6098	0	0	0	0	0
ADAM6|8755	132.211	2508.4	112.853	93.0714	1212.79	6256.17667472941	107687.087687829	114.924877010161	25.4182761429051	3339.69575142612
ADAM7|8756	0	0	0	0	0	0	0	0	0	0
ADAM8|101	290.728	835.88	423.852	22.8571	1082.93	1457.58862889521	680.7498747785	303.501916215653	37.497966059806	1328.37186569989
ADAM9|8754	4287.78	9475.54	2307.12	2685.71	2843.9	1107.60153646316	1064.57605722048	2617.29833945633	1093.06494466429	1086.62584504647
ADAMDEC1|27299	9.8344	54.3798	100.897	335.714	221.341	146.190250993193	688.959509786481	1.02264236292508	2.15336571005415	166.858058461932
ADAMTS10|81794	259.996	201.822	258.786	548.571	150.61	15.0480642983206	50.0384145209247	59.6327933182541	29.0249838764841	40.3079425659116
ADAMTS12|81792	378.008	197.898	21.9525	3.8095	15.8537	6.84092843253409	16.1859916372232	4.39015483517062	9.13295282037303	15.5213193866178
ADAMTS13|11093	54.7036	83.5319	107.23	30.9524	61.5854	110.04530565989	106.051373720168	157.426463055424	91.4875294993663	206.929860478585
ADAMTS14|140766	93.4263	608.269	54.0369	21.4286	273.781	36.982933141918	71.1664621587247	377.15533260565	21.7175312899761	50.0573871719689
ADAMTS15|170689	384.154	36.4401	53.1926	6.1905	34.7561	53.4157744627278	368.657408833622	74.5622502284217	26.286392707713	137.581749824927
ADAMTS16|170690	36.2642	135.669	104.697	4.2857	1.8293	1.01573259183803	7.27112319965682	3.0819341913866	15.04982756516	1.16547703804061
ADAMTS17|170691	34.4202	45.9706	63.7467	65.2381	10.3659	62.8235001734566	43.5590141665834	81.763852029854	144.708578451171	40.3252928844395
ADAMTS18|170692	36.8788	5.6062	25.3298	84.7619	2.439	0.965697399042492	14.1107476246433	1.8271216341893	9.97567451176392	9.07005611783357
ADAMTS19|171019	4.3025	2.2425	0.4222	0	0	0.201569367367523	0.558792507694701	2.71957960936274	1.53158239346703	-0.0505334105873085
ADAMTS1|9510	241.556	6098.95	433.984	911.905	321.951	1956.18533614911	1916.18892118614	1367.38038195432	604.27351663704	3263.02390554056
ADAMTS20|80070	5.5318	0	6.7546	0.9524	0	0	0	0	0	0
ADAMTS2|9509	130.92	297.688	39.2612	10.4762	25	30.5909898213164	64.6199054528211	13.6845330172263	8.0914675478213	61.1267605961119
ADAMTS3|9508	9.2197	56.6223	22.3747	573.333	44.5122	1.98760329445503	20.4235279309727	36.5856518125932	71.2802065759968	108.357684330965
ADAMTS4|9507	602.354	1108.34	308.602	376.19	539.634	210.344027400904	95.0194598643321	44.142575644874	100.56232080381	158.644880628846
ADAMTS5|11096	84.8213	185.564	98.7863	106.667	14.6341	27.0960760659622	71.3280994063438	29.7820785376318	26.095150257254	35.4446055018689
ADAMTS6|11174	120.471	236.02	56.9921	218.095	21.9512	22.1720654402072	60.2580965446338	22.9773151372571	86.4254550272737	53.2716420429349
ADAMTS7|11173	309.782	88.5774	247.388	75.2381	28.6585	104.374419833731	72.7443605371013	260.775118107172	412.74152586851	29.5598212379876
ADAMTS8|11095	200.99	37.5613	42.6385	41.9048	25.6098	4.63639602989686	8.54665526481148	82.4721507369532	84.0988563829554	14.5583546852651
ADAMTS9|56999	505.24	518.01	260.897	556.191	104.878	144.712105286282	102.991623246201	429.395727289198	393.922536239648	254.561197240294
ADAMTSL1|92949	532.899	955.291000000001	13.5092	357.619	10.3659	6.60390409815479	24.310966497296	1.79055978116051	4.11254271315617	42.0558674966941
ADAMTSL2|9719	250.161	149.124	221.636	236.19	179.268	59.562186597576	77.2368201960551	68.4672308252384	18.8832761233723	96.6777218345077
ADAMTSL3|57188	46.7132	44.8493	47.2823	24.7619	6.0976	10.125019188526	19.6783457114326	172.930580542541	12.4116051524466	13.7985270350164
ADAMTSL4|54507	513.845	904.835	58.2586	125.714	403.049	193.889335391911	107.280450775442	670.424152922633	350.393013864155	173.998435406023
ADAMTSL5|339366	1.2293	19.061	2.533	0.9524	6.0976	5.52092267870759	6.01189487262326	53.1554052696344	1.95243711579133	1.98590542207134
ADAP1|11033	288.306	199.798	379.745	130.1	410.476	489.681670922982	955.440853092776	831.106231127781	256.733015734958	280.550308422988
ADAP2|55803	515.074	606.027	509.974	225.238	895.122	345.039700298462	415.943294062064	207.60682970295	53.1058416809071	248.769775316437
ADAR|103	7953.53	4928.94	4844.75	8530.00000000001	7869.51	7390.281849945	11054.6305640245	6814.70604848793	6675.88601598391	10472.0690466282
ADARB1|104	292.572	647.512	268.496	287.619	357.317	116.151567386059	381.764344830226	306.949212118622	349.486006262132	210.349387831072
ADARB2|105	27.6591	3.3637	8.8654	50.9524	29.878	-0.108938122761348	-0.108938122761348	0.788831974178999	0.657441941850106	4.00868234909892
ADAT1|23536	244.63	211.352	151.979	217.619	143.293	276.969079409717	204.773243120083	94.0462649441727	99.3968408696178	136.990399649421
ADAT2|134637	87.8945	142.397	125.805	162.381	119.512	129.45842103459	51.646488296582	98.5363830499003	187.30075766762	108.092945008062
ADAT3|113179	44.8692	73.4408	69.2348	80.4762	30.4878	140.745174399388	96.8751287045952	81.5882891407452	93.9828006693752	81.2337589432399
ADC|113451	368.788	200.14	270.185	262.381	282.927	48.1118821553633	103.886690664729	102.445858691783	130.743604757749	65.0999785701164
ADCK1|57143	185.623	89.6987	180.686	308.571	215.854	193.595919105856	164.533673614092	139.144726762251	196.96158347351	188.516617326131
ADCK2|90956	534.743	774.772	735.831	488.571	2006.1	957.059441346433	1379.43853434415	650.508301218047	981.549315509687	1161.23489704647
ADCK4|79934	673.653	558.935	715.145	829.524	1286.59	902.93300053088	703.196538618873	528.665810366585	622.854568171585	458.903321820763
ADCK5|203054	43.6399	181.64	135.092	101.429	98.1707	440.737828057313	453.418397722794	796.258863539685	447.769509806845	480.102423834177
ADCY10|55811	1.2293	0.5606	0.8443	0.9524	0.6098	0.324437358125356	0.421227390962962	-0.136157332359755	-0.136157332359755	-0.136157332359755
ADCY1|107	671.809	630.694	673.351	67.1429	153.049	47.1009025865571	20.2044902270853	26.3543974436337	71.1664094359169	102.935943099537
ADCY2|108	5925.81	583.041	1688.65	1819.52	1119.51	0.0725558063987186	104.857581592133	46.9370761476316	-0.00707421659097895	-0.303556058547615
ADCY3|109	1009.66	987.498000000001	871.324	531.1	1183.46	880.550304302821	375.015485797369	293.231046606055	692.68834072057	432.523615695953
ADCY4|196883	87.8945	38.1219	79.3668	99.5238	35.3659	106.245597573056	59.1228077546897	145.607661308384	31.4286695119188	41.4275464025296
ADCY5|111	618.95	43.1675	110.185	101.905	126.829	82.661078473885	449.166965094257	116.803851951974	24.1931307134134	627.718758835916
ADCY6|112	1114.36	705.816	748.918	1169.52	723.78	435.954505946046	654.560400910061	1427.11792198545	641.513587601991	705.709129637503
ADCY7|113	1067.64	556.132	497.309	316.667	637.805	561.609040624119	886.611634258716	473.008084574776	348.507898642404	359.943651990526
ADCY8|114	1063.34	85.2137	774.248	99.0476	167.683	0.0953951299968583	0.0953951299968583	1.87136879843743	40.337180856345	0.420564635036813
ADCY9|115	881.404	413.735	389.235	289.048	215.854	246.10577367694	567.205377702694	306.454876629573	168.64121119861	236.737122020904
ADCYAP1|116	28.2738	45.9706	68.3905	40	14.6341	1.04527994788994	27.4784454194906	0.641112025494641	-0.00769457896882697	0.8777373141548
ADCYAP1R1|117	2248.38	24.1065	91.1873	649.048	358.537	4.24753070031247	30.93978130033	8.70520415785317	74.3617182687484	18.5557485677765
ADD1|118	9224.01000000001	5116.19	5492.77	5642.38	6662.2	3341.03293352243	4304.69651389158	3217.99428331575	5813.51366178378	3669.3436271203
ADD2|119	1463.47	182.2	1559.47	1026.19	294.512	130.194755158837	28.2228032842381	67.0057895343429	200.455781515581	210.59031804601
ADD3|120	6839.18	1379.12	1224.7	2838.57	2333.54	1530.21167850976	1212.03116226611	1993.88968178169	948.529609466056	1824.34900545071
ADH1A|124	0	0	0	0	0	0	0	0	0	0
ADH1B|125	4.9172	21.3034	0	1.4286	0.6098	2.37006702777507	2.45196957769061	0.955984530647023	2.15497157441434	1.93588021934761
ADH1C|126	0	2.2425	0	0	1.8293	0.0589763835777009	-0.16337268285169	0.655427191859236	-0.16337268285169	-0.16337268285169
ADH4|127	0	0.5606	0	1.4286	21.9512	0.0226751741060343	0.0226751741060343	0.358785406860616	0.0226751741060343	0.0226751741060343
ADH5|128	2730.26	3345.2	2756.31	2198.1	3863.41	259.813994325138	1667.09565791262	1237.69903036992	3257.58759400921	4866.06241909183
ADH6|130	0.6146	0.5606	0.4222	0	0	-0.199131060292097	-0.199131060292097	-0.199131060292097	9.78570378834349	0.0402204968174644
ADH7|131	1.8439	0	0	0	0	0	0	0	0	0
ADHFE1|137872	248.932	51.5767	71.7678	447.619	64.6341	39.1547354998886	23.5308220737464	135.53535199151	28.4234612147098	63.315389487821
ADI1|55256	1402.01	3590.19	1531.61	1414.29	2040.85	2112.6158792429	1750.76744545954	1796.85382028931	2445.25293264542	2465.87493259942
ADIG|149685	3.0732	0	0.8443	1.4286	3.6585	0	0	0	0	0
ADIPOQ|9370	4.3025	0	0.4222	0	0	-0.251388190496295	-0.409269924232137	-0.214954157429032	0.336248844196898	0.825572309147191
ADIPOR1|51094	3017.92	3282.97	2099.84	1699.52	3978.66	3210.75872572892	5359.35849171903	3368.59493063583	2856.53204102451	3124.67732271326
ADIPOR2|79602	1689.05	1404.34	1524.85	1990.95	1860.98	1529.5498705532	1745.00522145568	2843.45001262086	948.05717680829	1958.30753095097
ADK|132	821.168	563.42	440.317	570.952	543.293	363.886042028592	352.097296880598	136.500766222162	435.510192484567	377.279995290432
ADM|133	554.412	3060.41	619.314	1589.52	1365.85	367.538933464425	44.6430647506003	126.309587385965	113.864694348583	493.070206556881
ADM2|79924	11.0636	102.032	126.227	59.5238	16.4634	136.6126445487	63.7369114923776	42.7301498232569	46.3384643299402	215.366466412005
ADNP2|22850	475.737	645.27	1477.57	849.048	317.073	422.70749892719	466.35668708321	580.543346238682	494.964140043044	451.403658263617
ADNP|23394	2199.82	1583.18	3096.99	2608.1	1253.66	2786.34888919182	2049.8556710706	2824.73103942234	4734.9126605254	2664.54985499028
ADO|84890	952.088	654.8	953.668	671.905	579.268	351.305730008601	544.368852323777	680.737214620857	581.162178325644	505.465994814918
ADORA1|134	1707.49	501.191	282.85	1557.62	2685.98	694.303097006232	456.695880084645	58.9080309883598	117.877148017202	151.657402674801
